id,place_name,average_rating,granular_category,lat,lng
2244,Pat House,3.6,restaurant,24.811023,46.6251085
2245,Dominos Pizza,3.7,restaurant,24.8011657,46.6735982
2246,Hambarten,4.2,restaurant,24.8009305,46.6736931
2247,Furn aldayaa I is an oven of the estate,4,restaurant,24.8009855,46.6738623
2248,Crust Corner - Carane Corner,4.1,restaurant,24.8007089,46.6738299
2249,Subway,4,restaurant,24.7956063,46.6559984
2250,Types of coffee,4.2,restaurant,24.7953519,46.6559914
2251,McDonald's,3.8,restaurant,24.794238,46.655728
2252,Subway,4.4,restaurant,24.8043059,46.6248344
2253,Herfy,3.7,restaurant,24.8382814,46.6089814
2254,BerraisezerBurgerizzr,4,restaurant,24.808718,46.617137
2255,Bukhari Jasmine Restaurant,3.4,restaurant,24.8348726,46.6559876
2256,Happiness Konafa,4.4,restaurant,24.8348823,46.6560112
2257,Kentucky,4.9,restaurant,24.8341875,46.6573125
2258,Moroccan mood,4.3,cafe,24.8531314,46.6761169
2259,Dunkin,3.4,cafe,24.8535625,46.7126875
2260,Volume Coffee Roesters toaster and coffee,4.4,cafe,24.84965,46.6819063
2261,Lulia Café - Lulia Cafe,4.1,cafe,24.8554346,46.7160414
2262,extension,5,cafe,24.8496803,46.6813425
2263,Tea,4.6,cafe,24.8491206,46.6821937
2264,C Coffee,4.7,cafe,24.8509889,46.7105731
2265,Arska Cafe,4.2,cafe,24.8704059,46.6618384
2266,BRSK BRSK,5,cafe,24.8478402,46.6829411
2267,Starbucks Ben Station 1 Darf Dharr,5,cafe,24.8504781,46.7116564
2268,Starbucks,1,cafe,24.850342,46.711431
2269,Drus and coffee,4.5,cafe,24.8546379,46.6697135
2270,Starbucks,4.2,cafe,24.8511247,46.6738798
2271,Olala Cafe,4.5,cafe,24.8509756,46.6740141
2272,Code,3,cafe,24.8545353,46.7185088
2273,Shahi my meals Aweys,4.6,cafe,24.8660745,46.6616691
2274,12 Copes Rsime at Kaf,5,cafe,24.85431,46.7183612
2275,Enough entity,4.1,cafe,24.8658684,46.6612166
2276,McCafé,3.8,cafe,24.850795,46.672818
2277,Diyar Baker (cloud),3.1,cafe,24.8516526,46.6713029
2278,MUJA,5,cafe,24.8817865,46.6248335
2279,Moon Cafe,3,cafe,24.8810888,46.6247101
2280,Graph Café and Salry,4.4,cafe,24.8828046,46.6050815
2281,Tea and sesame,4.4,cafe,24.8791499,46.6224947
2282,Arabic coffee,4.5,cafe,24.8916953,46.6010525
2283,Desert Supply Foundation,4.4,cafe,24.8916875,46.6009375
2284,Dunkin ' - Dunkin,3.8,cafe,24.8815107,46.6042615
2285,Barn,3.7,cafe,24.8752626,46.6148468
2286,ViaViale,4.8,cafe,24.8748909,46.6158229
2287,Al -Rehab concerts for events and conveys,5,cafe,24.8746078,46.6158858
2288,Mansubaq Trading Company,3.7,cafe,24.8763568,46.6251444
2289,Dunkin,3.9,cafe,24.8739863,46.6154779
2290,Picky,4,cafe,24.8760249,46.6252631
2291,And a specialized and more coffee,4.6,cafe,24.873032,46.6167455
2292,Cafete Cafe,4.6,cafe,24.9084375,46.6099375
2293,Black River Café,3.7,cafe,24.9098995,46.6191422
2294,Tea antidote,4.3,cafe,24.8806591,46.6340715
2295,Resting the children of Abu Haimid,5,cafe,24.9101687,46.6096865
2296,Jadn Cafe,4.5,cafe,24.8710282,46.613279
2297,Jadn Cafe,4.6,cafe,24.8710048,46.6132706
2298,Esrez Al -Bad Restaurant,3.2,restaurant,24.8890343,46.6222294
2299,Restaurants and Fawal on the outskirts of Taif,3.8,restaurant,24.8890651,46.6222868
2300,Legendary entity shawarma,3.7,restaurant,24.8856329,46.6118574
2301,Exactly,4.2,restaurant,24.8972648,46.6185773
2302,Bukhari Swaya Spices restaurants,2.8,restaurant,24.8882382,46.6091668
2303,Pakistani buffet,5,restaurant,24.8885034,46.6089623
2304,The story of the grillExhibitor,4.6,restaurant,24.8854754,46.6114988
2305,Tuhama flavorThe bidder receives a branch,3.9,restaurant,24.8854572,46.6114605
2306,A language when wrapping Retsorana,4.1,restaurant,24.8843125,46.6179375
2307,Lu,4,restaurant,24.8973757,46.6190172
2308,Buffed to be good,3,restaurant,24.8863878,46.6101588
2309,Sha Shawarma Rahana,4.2,restaurant,24.8846943,46.6119516
2310,Oldiz,4,restaurant,24.8846639,46.6118809
2311,Ronnie Pizza- Pizza Roni Branch,4.1,restaurant,24.8874664,46.608707
2312,Tacos Station Restaurant,4,restaurant,24.8874828,46.6086963
2313,For secret duties,4.6,restaurant,24.8865119,46.6092587
2314,The buffet of the Hijazi meal,3.5,restaurant,24.8845447,46.611473
2315,Grilled Burger,3.9,restaurant,24.8844889,46.6113326
2316,Al -Bukhari Youth Restaurant,3.6,restaurant,24.8843637,46.6110548
2317,McDonald's,3.4,restaurant,24.884814,46.609882
2318,Domino,3.9,restaurant,24.5874664,46.7625926
2319,Maestro Pizza,3.8,restaurant,24.5871905,46.7622902
2320,Jean Burger,4,restaurant,24.587188,46.762023
2321,Hambarten,4,restaurant,24.5872222,46.7616667
2322,McDonald's,3.9,restaurant,24.585652,46.778468
2323,Furn aldayaa |Oven oven,4,restaurant,24.5870813,46.7615882
2324,Herfy,3.6,restaurant,24.5871184,46.7612623
2325,Subway,4,restaurant,24.5870266,46.7614614
2326,"Al -Rafidain Restaurant for Al -Mashwads, individuals and families of the main branch",3.8,restaurant,24.5865501,46.7613341
2327,Liwan Restaurant,3.9,restaurant,24.5979412,46.7428886
2328,Falafel Arafa,3.9,restaurant,24.6537662,46.7503476
2329,Dominos Pizza,3.9,restaurant,24.6048588,46.7322938
2330,McDonald's,4,restaurant,24.604797,46.731805
2331,Tim Hortons,4.1,restaurant,24.602881,46.7326397
2332,Falafel Arafa,4,restaurant,24.6553162,46.7440301
2333,Herfy,3.8,restaurant,24.6152174,46.7569474
2334,Karak Shabati,3.4,restaurant,24.622918,46.7758574
2335,Climate,3.2,restaurant,24.6227796,46.7760981
2336,Ramlifda Retsorana,4,restaurant,24.6153026,46.7697783
2337,Nour Herat Restaurant,4.2,restaurant,24.6286177,46.7746183
2338,Hide,5,cafe,24.6018735,46.7692417
2339,Coffee,3.9,cafe,24.6278924,46.754249
2340,Star One Lounge,4.4,cafe,24.6111054,46.7551777
2341,Cafe coffee died,2.7,cafe,24.6110625,46.7551875
2342,Arabica,3.5,cafe,24.626992,46.7941355
2343,Leadership break,5,cafe,24.6252042,46.7952213
2344,Piani Cafe Cafe,4.8,cafe,24.606048,46.7572881
2345,Bakry & Cafe,4.1,cafe,24.6344358,46.7568704
2346,Kofi stop and luxury,4,cafe,24.6017586,46.7629489
2347,Barn,4.3,cafe,24.6201491,46.7506443
2348,Adequate,4.6,cafe,24.6017431,46.7629376
2349,Mayar Cafe Lounge Shisha,3.7,cafe,24.6023072,46.7616136
2350,Happiness break,4.8,cafe,24.6209844,46.7974013
2351,Abu Dasim break,3.3,cafe,24.621202,46.7976294
2352,Tmreya Cafe & Lounge,3.6,cafe,24.6034551,46.7590027
2353,Karam Al -Houong Mood Café,4,cafe,24.6012096,46.7625996
2354,Bambo Cafe,3.7,cafe,24.6012061,46.7625973
2355,Haten Cafe Hatten Cafe,4.6,cafe,24.61017,46.7526706
2356,Staring Kofi,3,cafe,24.6232036,46.7977815
2357,Abadi break and others,3,cafe,24.6211344,46.7983399
2358,Herfy,3.6,restaurant,24.5871184,46.7612623
2359,Satellite and rice,4.2,restaurant,24.6286034,46.7395277
2360,Subway,4,restaurant,24.5870266,46.7614614
2361,Kentucky chicken is ancient,3.8,restaurant,24.6096844,46.7107084
2362,Hambarten,4,restaurant,24.5872222,46.7616667
2363,Furn aldayaa |Oven oven,4,restaurant,24.5870813,46.7615882
2364,"Al -Rafidain Restaurant for Al -Mashwads, individuals and families of the main branch",3.8,restaurant,24.5865501,46.7613341
2365,Jean Burger,4,restaurant,24.587188,46.762023
2366,Herfy,3.4,restaurant,24.577948,46.7490658
2367,Maestro Pizza,3.8,restaurant,24.5871905,46.7622902
2368,Domino,3.9,restaurant,24.5874664,46.7625926
2369,Kentucky chicken,3.5,restaurant,24.5874805,46.7628517
2370,Fresh,3.9,restaurant,24.6057825,46.7061672
2371,The fortress,4.1,restaurant,24.6298182,46.7513517
2372,Subway,3.8,restaurant,24.603952,46.705758
2373,Maestro Pizza,4,restaurant,24.6038658,46.7056246
2374,Domino,4.1,restaurant,24.6036404,46.7046169
2375,Dirati restaurants,4,restaurant,24.5957403,46.772965
2376,McDonald's,3.9,restaurant,24.601027,46.698565
2377,McDonald's,3.9,restaurant,24.585652,46.778468
2378,Ibn al -Qassar,5,cafe,24.606818,46.7447267
2379,Popular coffee,3.3,cafe,24.6037245,46.7305409
2380,Barn's |Barn,3.6,cafe,24.595286,46.7380806
2381,entity,3.9,cafe,24.5943163,46.7362621
2382,Karak Batbi,4.8,cafe,24.5945761,46.7351662
2383,D/ How,4.3,cafe,24.5941235,46.7356199
2384,Coffee Shop,4.3,cafe,24.5992083,46.7476888
2385,Khosh Diwaniya,3.9,cafe,24.6076863,46.7469208
2386,Abu Ali tea,4.3,cafe,24.6078056,46.7470428
2387,Barnes Cafe,4.2,cafe,24.6012083,46.7488107
2388,And you are dear hotel,5,cafe,24.5928509,46.7388406
2389,Barawi is enoughParole Cafe,4.1,cafe,24.6021021,46.749582
2390,Daily cup,4.4,cafe,24.6081784,46.7478139
2391,Dora El Prince Café,3,cafe,24.5969872,46.7285176
2392,Dora El Prince Café,3.4,cafe,24.606322,46.727339
2393,Moody entity,5,cafe,24.6015181,46.7260243
2394,The specialized coffee is raised,4.8,cafe,24.6116064,46.7304825
2395,Delikb,3.7,cafe,24.5976609,46.7501861
2396,Muasal Café and Shish,3.2,cafe,24.5905821,46.7391825
2397,Coffee,4.2,cafe,24.605624,46.751282
2398,Jean Burger,3.8,restaurant,24.566781,46.687352
2399,Ghobas Restaurant more,4,restaurant,24.616196,46.6893768
2400,Herfy,3.8,restaurant,24.6131416,46.6820341
2401,Tim Hortons,4.1,restaurant,24.602881,46.7326397
2402,McDonald's,4,restaurant,24.604797,46.731805
2403,Dominos Pizza,3.9,restaurant,24.6048588,46.7322938
2404,Liwan Restaurant,3.9,restaurant,24.5589923,46.7054587
2405,Subway,4,restaurant,24.558903,46.704464
2406,McDonald's,3.8,restaurant,24.558167,46.705145
2407,Petzarati,4.4,restaurant,24.557649,46.703449
2408,Domino,3.9,restaurant,24.5574375,46.7031376
2409,Kodo,3.8,restaurant,24.562383,46.682364
2410,Mama Noura,4.1,restaurant,24.5717473,46.6653609
2411,Maestro Pizza,3.9,restaurant,24.5557368,46.701841
2412,Best pasta & pasta Moore,3.9,restaurant,24.5551257,46.7012423
2413,Bakery and Herfy Al Suwaidi Restaurant,4,restaurant,24.5847537,46.6631492
2414,Kentucky chicken,3.8,restaurant,24.6254069,46.6889225
2415,RomanceShubra,4.4,restaurant,24.5707028,46.6672475
2416,Liwan Restaurant,3.9,restaurant,24.5979412,46.7428886
2417,Hamburgini Hambarteni - Al Shifa,4,restaurant,24.5523543,46.6990362
2418,Ozans Baker Kofi,4.8,cafe,24.5938269,46.6944438
2419,Parkway Cafe Park Way Café,4.8,cafe,24.5937273,46.6943514
2420,Branch 3,4.3,cafe,24.5934755,46.6941271
2421,Midnight Cafe,4.2,cafe,24.5935039,46.6941027
2422,characteristic,4.9,cafe,24.5933011,46.6939501
2423,Tea,5,cafe,24.592571,46.6933641
2424,Lounge Cafe Layali,4.1,cafe,24.5927615,46.6934237
2425,Donate Time,4.6,cafe,24.5923808,46.6931029
2426,KUNCAF |Concav,4.8,cafe,24.5918854,46.7119457
2427,Time of donuts,4.7,cafe,24.5924657,46.6929911
2428,Long Dose Time,4.2,cafe,24.5912902,46.6926888
2429,Nay story,4.4,cafe,24.5975974,46.6967134
2430,Sanabel al -Baraka,4,cafe,24.5932258,46.7118257
2431,Lounge scenarioLounge Scenario,4.6,cafe,24.5977201,46.6967848
2432,Tea,4.3,cafe,24.5954057,46.6940656
2433,The Long Café is the most beautiful coincidence,4.6,cafe,24.5954194,46.693989
2434,Arab Café Arabs to provide drinks,5,cafe,24.5976439,46.6962556
2435,Ain Triangle Café,3.9,cafe,24.597892,46.6966139
2436,Civilization and famous tea,4.6,cafe,24.5954644,46.6939028
2437,Dunkin Donuts Dunkin Donuts,4,cafe,24.5960605,46.6943769
2438,Skilled Cafe Long,4.1,cafe,24.5645412,46.7100744
2439,C x Cafe,4,cafe,24.5645626,46.7100545
2440,Coffee Lovers,3,cafe,24.5797202,46.710347
2441,Restaurant equipment,5,cafe,24.5703171,46.7431961
2442,Farash Island,5,cafe,24.5691413,46.7431576
2443,Met Café,4.6,cafe,24.5571744,46.7127862
2444,They invaded cafes,5,cafe,24.5695258,46.7439121
2445,Kofi was,4.8,cafe,24.5529141,46.724758
2446,Kofi Rasting K.And a feedback,4,cafe,24.5619071,46.7416939
2447,Coffee verses,4.1,cafe,24.5599878,46.7409541
2448,Your distinctive coffee,4.7,cafe,24.5599991,46.7409743
2449,Tea,4.6,cafe,24.5519273,46.7230003
2450,Diwaniyah Al -Shifa,3.8,cafe,24.574508,46.7046332
2451,ADNOC fuel station,3.9,cafe,24.554093,46.7145587
2452,Coffee,3.8,cafe,24.554073,46.7144704
2453,Java Cafe,4.5,cafe,24.5606913,46.7068814
2454,Muhammad refused,5,cafe,24.569638,46.7034885
2455,Coffee,4.2,cafe,24.5896819,46.7273285
2456,Light dose,4.4,cafe,24.5682922,46.7034119
2457,Tea and sesame,4.2,cafe,24.5663753,46.7037167
2458,Maestro Pizza,3.9,restaurant,24.5856392,46.6913155
2459,Jean Burger,3.8,restaurant,24.566781,46.687352
2460,McDonald's,4,restaurant,24.604797,46.731805
2461,Dominos Pizza,3.9,restaurant,24.6048588,46.7322938
2462,Kodo,3.9,restaurant,24.5997505,46.7460746
2463,Herfy,3.8,restaurant,24.5830569,46.686534
2464,Kentucky chicken,3.3,restaurant,24.5456045,46.6945168
2465,"Al -Rafidain Restaurant for Al -Mashwads, individuals and families of the main branch",3.8,restaurant,24.5865501,46.7613341
2466,Herfy,3.6,restaurant,24.5871184,46.7612623
2467,Subway,4,restaurant,24.5870266,46.7614614
2468,Furn aldayaa |Oven oven,4,restaurant,24.5870813,46.7615882
2469,Hambarten,4,restaurant,24.5872222,46.7616667
2470,Maestro Pizza,4,restaurant,24.6038658,46.7056246
2471,Subway,3.8,restaurant,24.603952,46.705758
2472,Burger,4.1,restaurant,24.5941255,46.7571175
2473,Jean Burger,4,restaurant,24.587188,46.762023
2474,Domino,4.1,restaurant,24.6036404,46.7046169
2475,Maestro Pizza,3.8,restaurant,24.5871905,46.7622902
2476,Domino,3.9,restaurant,24.5874664,46.7625926
2477,Kentucky chicken,3.5,restaurant,24.5874805,46.7628517
2478,Coffee,3.5,cafe,24.6884335,46.5881651
2479,Moroccan taste,3.6,cafe,24.6884844,46.5884424
2480,Coffee Moore 7,3,cafe,24.6902333,46.587916
2481,Ki café,4,cafe,24.6885228,46.5886107
2482,Gloria jeans,4.4,cafe,24.6884974,46.5887469
2483,mouth,3,cafe,24.6781921,46.5770219
2484,Desert,4.5,cafe,24.6887732,46.5897353
2485,The Coffee Address |Coffee,3.4,cafe,24.6888156,46.5900916
2486,Haitham tea,5,cafe,24.6892494,46.5916389
2487,Qurain,4.3,cafe,24.6949047,46.5888292
2488,Sweat,5,cafe,24.6835139,46.566454
2489,mood,3.9,cafe,24.6833172,46.5663464
2490,Costa Coffee,4.1,cafe,24.6897864,46.5947686
2491,Sahil enoughSaheel,4.7,cafe,24.6824722,46.5645556
2492,Rafense,4.4,cafe,24.6925607,46.5954709
2493,Archi,4,cafe,24.6820928,46.5632963
2494,Nafis tea,3,cafe,24.6822141,46.5613581
2495,Ras Long,4,cafe,24.6909688,46.5989336
2496,And stop enough,4.4,cafe,24.6934041,46.5981792
2497,Saleh bin Imran,3,cafe,24.6943445,46.5979268
2498,Dunkin Dontes,3.9,cafe,24.7880124,46.8773478
2499,Barn's |Barn,3.5,cafe,24.785848,46.8809653
2500,The sweetest place of Shahi Abu Al -Ezz,3,cafe,24.7904419,46.8727298
2501,I want you,3.5,cafe,24.7509759,46.8523379
2502,CafeJat Cafe,4.7,cafe,24.7911334,46.8713572
2503,Dunkin Donat,3.8,cafe,24.7505091,46.852582
2504,Kofi Naris Naees,3.6,cafe,24.7925348,46.8626966
2505,Kafi Shop,3,cafe,24.7479372,46.8561098
2506,Shahi Faisal with Rashid,5,cafe,24.7605611,46.8410312
2507,Al -Alamein tea,4.8,cafe,24.792998,46.8699218
2508,Java Cafe,3.5,cafe,24.7481257,46.8547555
2509,CapoKapu - toaster and specialized coffee,4.7,cafe,24.7931927,46.8688923
2510,Golden Diwaniyah for Arab Coffee,4.2,cafe,24.7603649,46.8406598
2511,Cafe and Dallah Cafe,5,cafe,24.7935449,46.8683214
2512,Veloce Nadwa - Velucci symposium,3.8,cafe,24.793764,46.8636778
2513,Diwaniya Daka Al -Kif,4.6,cafe,24.7913971,46.8766323
2514,Daily cup,4.7,cafe,24.7939694,46.863771
2515,Evening tea,4.6,cafe,24.7938482,46.8678595
2516,Diwaniya Cafe Adel,4,cafe,24.792919,46.8743745
2517,Denkin Dontes Norsing,4.7,cafe,24.7458317,46.8584486
2518,Romance,4.2,restaurant,24.7335149,46.814627
2519,Herfy,3.6,restaurant,24.7651217,46.8092281
2520,McDonald's,3.8,restaurant,24.743031,46.808578
2521,Dominos Pizza,3.9,restaurant,24.7433812,46.8091524
2522,Manoosha |Rated,3.7,restaurant,24.7683138,46.8093367
2523,Abeer Al -Sham Restaurant,3.7,restaurant,24.7406358,46.8095948
2524,Herfy,3.7,restaurant,24.7431591,46.8080292
2525,Kentucky,3.6,restaurant,24.7420704,46.8072166
2526,Dominos Pizza,4,restaurant,24.7673549,46.8067499
2527,Kentucky,3.6,restaurant,24.7670341,46.8061705
2528,Hardez,3.8,restaurant,24.7663125,46.8050625
2529,Romance,4.3,restaurant,24.7916555,46.862358
2530,Maestro Pizza,3.9,restaurant,24.7647611,46.8024448
2531,Excellent Fleet Restaurant - Al Gulf Restaurant - Al Khaleej District,3.5,restaurant,24.7799881,46.8104991
2532,Hambarten,4.1,restaurant,24.7646102,46.8023103
2533,Jean Burger,3.8,restaurant,24.725404,46.816208
2534,BerraisezerBurgerizzr,4.2,restaurant,24.792023,46.862865
2535,Domino,3.8,restaurant,24.7920608,46.8628616
2536,BerraisezerBurgerizzr,4,restaurant,24.72488,46.816092
2537,Maestro Pizza,3.8,restaurant,24.7247971,46.8159105
2538,Romance,4.2,restaurant,24.7587183,46.8141239
2539,Kodo,3.8,restaurant,24.760348,46.812763
2540,Fish auction center and restaurant,3.8,restaurant,24.771593,46.8006692
2541,Hardez,3.8,restaurant,24.7663125,46.8050625
2542,Maestro Pizza,3.9,restaurant,24.7543854,46.823958
2543,Dominos Pizza,3.8,restaurant,24.7542445,46.8240726
2544,Canton,3.5,restaurant,24.754195,46.8240152
2545,Kaza Basta Renaissance,4,restaurant,24.7541144,46.8238494
2546,Maestro Pizza,3.9,restaurant,24.7647611,46.8024448
2547,Hambarten,4.1,restaurant,24.7646102,46.8023103
2548,Hashem Corner Restaurant,3.9,restaurant,24.7541275,46.8163948
2549,Kentucky,3.6,restaurant,24.7508206,46.8230012
2550,Al -Qasawiya Kabsa,3.9,restaurant,24.7634454,46.8003961
2551,McDonald's,3.7,restaurant,24.750081,46.822255
2552,Jean Burger,3.8,restaurant,24.762564,46.800116
2553,McDonald's,3.6,restaurant,24.802835,46.794984
2554,Hanifa Retoriana,3.8,restaurant,24.8024723,46.7893178
2555,Herfy,3.5,restaurant,24.762387,46.7998455
2556,Dominos Pizza,4.1,restaurant,24.8218568,46.8002616
2557,McDonald's,3.8,restaurant,24.761951,46.798997
2558,Karak Bahrain,5,restaurant,24.7572532,46.8584915
2559,Asia Test Astorana,4.8,restaurant,24.7550712,46.8663194
2560,Pisa Shop St.,5,restaurant,24.7547464,46.8658635
2561,Grill Retsorana breakfast,3,restaurant,24.7545261,46.866529
2562,Al Bukhari Ratorana,4,restaurant,24.7545029,46.8665493
2563,Kalban Retorna,3,restaurant,24.7544696,46.8666733
2564,buffet,3.8,restaurant,24.7843895,46.8741651
2565,Sultana restaurants,4.2,restaurant,24.7843944,46.8741899
2566,House Karama Restaurant,3.9,restaurant,24.7868639,46.8705178
2567,Boufia Muhammad Faisal,3,restaurant,24.7885867,46.867367
2568,authority,4.3,restaurant,24.7512971,46.8574408
2569,Niver Mind,4.2,restaurant,24.7512508,46.8574381
2570,Darna Bukhari Restaurant,3,restaurant,24.7902899,46.8664423
2571,Bukhari Restaurant,3.3,restaurant,24.7892038,46.8723545
2572,Th Flore Kitchen @ Story,3,restaurant,24.7902352,46.860578
2573,Liquidation,4.2,restaurant,24.7864862,46.8788365
2574,The restaurants of the homeland,3.6,restaurant,24.7880921,46.8762068
2575,Pakistani meals,4.1,restaurant,24.786936,46.8782333
2576,Liquidation,3,restaurant,24.7882582,46.8759936
2577,Health Service Restaurant for Food Services,4.6,restaurant,24.7863623,46.8791337
2578,Café solution,4.3,cafe,24.5722248,46.7539504
2579,CoBen,4,cafe,24.5722874,46.7542881
2580,Coffee CafeCofen Cafe |Azizia,4,cafe,24.5701612,46.7532614
2581,Al -Shehri Cafe,3,cafe,24.5831769,46.7430523
2582,Hit a specialist coffee,4.5,cafe,24.5694739,46.7536288
2583,Feeling dose,4.6,cafe,24.5694024,46.7536782
2584,Vilucci Café Al Azizia,4.1,cafe,24.5693569,46.7537077
2585,White Food Foundation for Trade,3,cafe,24.5658534,46.7469992
2586,Parv Al Ha'or,5,cafe,24.5684211,46.7533312
2587,Robsta Cafe,4.1,cafe,24.5684269,46.7536018
2588,Sebes coffee,4.4,cafe,24.5807331,46.7545351
2589,Diwaniya Samra,3.5,cafe,24.5813247,46.7541741
2590,Kofi free,4.1,cafe,24.5813334,46.7541964
2591,Square won,4.8,cafe,24.5831251,46.7523602
2592,4 CUPS Coffee |Four Kofi,3,cafe,24.5833973,46.7531516
2593,Shahi Khadra,5,cafe,24.5674892,46.754902
2594,Salmiya coffee,3,cafe,24.573274,46.7333427
2595,Muhammad Islam,4,cafe,24.5870306,46.7425459
2596,Kofi Rasting K.And a feedback,4,cafe,24.5619071,46.7416939
2597,It was enough,4.7,cafe,24.5856188,46.7561199
2598,Your distinctive coffee,4.7,cafe,24.5599991,46.7409743
2599,Coffee verses,4.1,cafe,24.5599878,46.7409541
2600,Sweet time Zain,4.3,cafe,24.5719895,46.7535317
2601,Cafe Hot Star,5,cafe,24.5719813,46.7533151
2602,We will transfer caf,4.5,cafe,24.5721332,46.753391
2603,Batel is enough,4.3,cafe,24.5721761,46.7536309
2604,Café solution,4.3,cafe,24.5722248,46.7539504
2605,CoBen,4,cafe,24.5722874,46.7542881
2606,Cava code,5,cafe,24.5552469,46.7714387
2607,Nahawand Street,4.8,cafe,24.5699024,46.7665521
2608,They invaded cafes,5,cafe,24.5695258,46.7439121
2609,Farash Island,5,cafe,24.5691413,46.7431576
2610,Restaurant equipment,5,cafe,24.5703171,46.7431961
2611,Fawy,3,cafe,24.5618577,46.7736914
2612,Cafe Mood Branch 2,4.2,cafe,24.5674572,46.771173
2613,coffee,5,cafe,24.5746212,46.7504975
2614,Barn's |Barn,2.9,cafe,24.574619,46.749765
2615,Sama Cafe,4.6,cafe,24.5747724,46.7498254
2616,Cafe Dra Nahawand,4.8,cafe,24.5705732,46.7693024
2617,Reef Coffee,5,cafe,24.5709928,46.7691846
2618,Burger King,3.8,restaurant,24.599215,46.745094
2619,Kodo,3.9,restaurant,24.5997505,46.7460746
2620,Sultan Restaurant,3,restaurant,24.5351225,46.7958638
2621,Romance restaurants,4.3,restaurant,24.5620437,46.70705
2622,Fakihi for light meals,3,restaurant,24.5596566,46.7534156
2623,Fawal and bakery of Sudanese Tamis,4.1,restaurant,24.5604073,46.7589517
2624,Muzammal buffet,5,restaurant,24.5594719,46.7596004
2625,Cadblahlel,4,restaurant,24.5609083,46.7586605
2626,Mandi Al Badia Restaurant,3.4,restaurant,24.5612676,46.7585737
2627,Al -Karam Al -Bukhari Restaurants,4.4,restaurant,24.5622779,46.7571785
2628,Warda Rose Restaurant,3.8,restaurant,24.5613952,46.7590551
2629,Nagy Restaurant for Talmol,3.8,restaurant,24.5615177,46.7590664
2630,Bangladeshi Retorna,3.7,restaurant,24.5626798,46.7568519
2631,Dar Al -Raya kitchens,3.2,restaurant,24.5615974,46.7592234
2632,Ancient Indian,4,restaurant,24.5625221,46.7536307
2633,Capital for the capital,4.2,restaurant,24.5625625,46.7593125
2634,Falafel Shamia,4.1,restaurant,24.5625521,46.7597346
2635,Cold chicken store,4.4,restaurant,24.5622422,46.7605404
2636,The blessing,4.3,restaurant,24.5632595,46.7519753
2637,Wydad Al -Bukhari Restaurant,4.5,restaurant,24.5554591,46.7618744
2638,Dominos Pizza,3.9,restaurant,24.6048588,46.7322938
2639,McDonald's,4,restaurant,24.604797,46.731805
2640,Pizza Ram - Pizza RAM,4,restaurant,24.6087215,46.7502644
2641,Kentucky chicken,3.3,restaurant,24.5496791,46.7211729
2642,Falafel Arafa,3.8,restaurant,24.60977,46.7517958
2643,Turkish Valley Pizza,4.1,restaurant,24.5561174,46.7787968
2644,Dirati restaurants,4,restaurant,24.5736391,46.7853524
2645,Romance restaurants,4.3,restaurant,24.5620437,46.70705
2646,Kentucky chicken,3.5,restaurant,24.5702032,46.7881703
2647,Burger King,3.6,restaurant,24.568981,46.789057
2648,Herfy,3.7,restaurant,24.6145412,46.7464936
2649,Maestro Pizza,3.9,restaurant,24.6146747,46.7460768
2650,Liwan Restaurant,3.9,restaurant,24.5589923,46.7054587
2651,India's forests,3.9,restaurant,24.6141839,46.7584589
2652,Pergarezar,4.1,restaurant,24.6141675,46.7586799
2653,McDonald's,3.8,restaurant,24.558167,46.705145
2654,Jean Burger,3.8,restaurant,24.614427,46.758937
2655,Subway,4,restaurant,24.558903,46.704464
2656,Petzarati,4.4,restaurant,24.557649,46.703449
2657,Domino,3.9,restaurant,24.5574375,46.7031376
2658,Maestro Pizza,3.9,restaurant,24.5557368,46.701841
2659,Kentucky chicken,3.5,restaurant,24.5702032,46.7881703
2660,Best pasta & pasta Moore,3.9,restaurant,24.5551257,46.7012423
2661,Burger King,3.6,restaurant,24.568981,46.789057
2662,Burger,4.1,restaurant,24.5941255,46.7571175
2663,Hamburgini Hambarteni - Al Shifa,4,restaurant,24.5523543,46.6990362
2664,McDonald's,3.9,restaurant,24.585652,46.778468
2665,Falal time restaurant,4,restaurant,24.5500519,46.6980667
2666,Mummy Trading Company,5,restaurant,24.5583887,46.7470277
2667,Barn's |Barn,3.5,restaurant,24.5598533,46.748313
2668,Fast food buffet,4,restaurant,24.5600146,46.7485622
2669,Fakihi for light meals,3,restaurant,24.5596566,46.7534156
2670,Ancient Indian,4,restaurant,24.5625221,46.7536307
2671,The blessing,4.3,restaurant,24.5632595,46.7519753
2672,Alliwan Food Co.Ltd.,4.9,restaurant,24.56468,46.7521934
2673,Muzammal buffet,5,restaurant,24.5594719,46.7596004
2674,Fawal and bakery of Sudanese Tamis,4.1,restaurant,24.5604073,46.7589517
2675,Al -Karam Al -Bukhari Restaurants,4.4,restaurant,24.5622779,46.7571785
2676,Cadblahlel,4,restaurant,24.5609083,46.7586605
2677,Bangladeshi Retorna,3.7,restaurant,24.5626798,46.7568519
2678,Jazzin,4.1,cafe,24.7363518,46.5745088
2679,Gangle,3.7,cafe,24.7362878,46.5746271
2680,My flavor,4.6,cafe,24.7365322,46.5746119
2681,Tea,3,cafe,24.7360879,46.5753572
2682,Regen X Flord,3.3,cafe,24.7363546,46.5750912
2683,Barn,2.9,cafe,24.6853778,46.5762417
